id,title,description,rating,poster_url,backdrop_url,backdrop_urls,collage,dominant_colors
680,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",8.488,https://image.tmdb.org/t/p/w500/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,https://image.tmdb.org/t/p/w1280/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg,"['https://image.tmdb.org/t/p/w1280/w7RDIgQM6bLT7JXtH4iUQd3Iwxm.jpg', 'https://image.tmdb.org/t/p/w1280/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg', 'https://image.tmdb.org/t/p/w1280/yZnDozjJnYKlKKiYO7u2vmPWNcE.jpg', 'https://image.tmdb.org/t/p/w1280/5DijBIBF8NNH58732ri3LjKVd8u.jpg', 'https://image.tmdb.org/t/p/w1280/1E0njQyDCwmI0HHJezVhqEXf3yk.jpg', 'https://image.tmdb.org/t/p/w1280/jDIqSQypXDRK5Med9apMsO7r6k9.jpg', 'https://image.tmdb.org/t/p/w1280/czjqnVYybJjADnprrWAWmjNwaSn.jpg', 'https://image.tmdb.org/t/p/w1280/b7xjk18BaBpHTtv1r5XlgI5KGF3.jpg', 'https://image.tmdb.org/t/p/w1280/fkRif2ZH31wBmsIAlsSZZXhGuzy.jpg', 'https://image.tmdb.org/t/p/w1280/1z0Mh1mVuIkAEqMXDzJwRSiahLm.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x15A7A14EFF0>,"[(25, 20, 21), (201, 168, 134), (117, 84, 65), (119, 146, 169), (95, 123, 171), (171, 32, 38)]"
122,The Lord of the Rings: The Return of the King,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",8.486,https://image.tmdb.org/t/p/w500/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,https://image.tmdb.org/t/p/w1280/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg,"['https://image.tmdb.org/t/p/w1280/5HdbXdgSle4TIlapT08fiafocm6.jpg', 'https://image.tmdb.org/t/p/w1280/zxWu2C9DOVaPrT1Yg2x2PbBo2p0.jpg', 'https://image.tmdb.org/t/p/w1280/1ohvEWEyzcrhgvLloXZZM5smcVi.jpg', 'https://image.tmdb.org/t/p/w1280/t5rEroXfV2RTw36im277QCB11Di.jpg', 'https://image.tmdb.org/t/p/w1280/g6DMMWXa69MIhSxbBnA6joKWOXd.jpg', 'https://image.tmdb.org/t/p/w1280/j6xCRki95l3oTEB7zB6jaXoWu3X.jpg', 'https://image.tmdb.org/t/p/w1280/9I3n4G2ckZJq8XMotcUWqPLGnhI.jpg', 'https://image.tmdb.org/t/p/w1280/lZWdNk6BsDZrSsZ0unHAsTFfFc4.jpg', 'https://image.tmdb.org/t/p/w1280/r7CBVOMqtZN8366bZIAyPPLB6iq.jpg', 'https://image.tmdb.org/t/p/w1280/9rhrE02uI9fwsdmddgmA3oo2oyH.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x15A7C607590>,"[(46, 38, 29), (200, 173, 131), (133, 109, 78), (100, 105, 100), (130, 141, 155), (151, 160, 146)]"
372058,Your Name.,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",8.5,https://image.tmdb.org/t/p/w500/8GJsy7w7frGquw1cy9jasOGNNI1.jpg,https://image.tmdb.org/t/p/w1280/8x9iKH8kWA0zdkgNdpAew7OstYe.jpg,"['https://image.tmdb.org/t/p/w1280/qVG2Yd54zv8XCK87vPqTfPLNMuj.jpg', 'https://image.tmdb.org/t/p/w1280/2HjZoV9LalaWckmYACNOq7GDCiC.jpg', 'https://image.tmdb.org/t/p/w1280/ax3WG7bJ24QYvAJkiZOROLNM50T.jpg', 'https://image.tmdb.org/t/p/w1280/iCk0GuGYcmyKbfZIIs3ZCFs5CAv.jpg', 'https://image.tmdb.org/t/p/w1280/olDiGphkdgYMlp3LFhftNoDNych.jpg', 'https://image.tmdb.org/t/p/w1280/j5KH4hjhFl5hVkJtOsQKx9bNDWa.jpg', 'https://image.tmdb.org/t/p/w1280/wNInB2JyuEEkRCPovAXW3aNQPjk.jpg', 'https://image.tmdb.org/t/p/w1280/lHSO3iZ1XUnR03B6rZzrZsgSn6o.jpg', 'https://image.tmdb.org/t/p/w1280/AfXdkBDuKyR6WXcyiXaVHeTZokX.jpg', 'https://image.tmdb.org/t/p/w1280/de6skzU80j6GivJGTLC1cCZKaUB.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x15A7B228470>,"[(57, 69, 96), (200, 180, 183), (134, 188, 209), (123, 136, 143), (91, 133, 194), (20, 17, 23)]"
13,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",8.468,https://image.tmdb.org/t/p/w500/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,https://image.tmdb.org/t/p/w1280/tlEFuIlaxRPXIYVHXbOSAMCfWqk.jpg,"['https://image.tmdb.org/t/p/w1280/tNVTWNa8cxZLw7aWvHzSDLyc7ig.jpg', 'https://image.tmdb.org/t/p/w1280/6I3CNvMMAvR0IHRZSgNfpRgtje0.jpg', 'https://image.tmdb.org/t/p/w1280/rgz51ESlPANtfy1PUsYItTi1HaB.jpg', 'https://image.tmdb.org/t/p/w1280/esIkb7Wkfk016ZNpqX24w0gbgkb.jpg', 'https://image.tmdb.org/t/p/w1280/qHhBE80c4vCeHSXYjOFgMFBRiTa.jpg', 'https://image.tmdb.org/t/p/w1280/6VcfHAdYmdYgSm6ynqREu0NAAlJ.jpg', 'https://image.tmdb.org/t/p/w1280/oCz8NyhkIhMxn3I8EHC1CQU9Qdm.jpg', 'https://image.tmdb.org/t/p/w1280/8CNW6B64mgRwGglFP9cUmOrCmb6.jpg', 'https://image.tmdb.org/t/p/w1280/9BOpNgDJLRnGNKojtMCsVJmMwli.jpg', 'https://image.tmdb.org/t/p/w1280/2xnMySS8dAYjmQLdbmK5FI7MRMB.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x15A7C8A8470>,"[(153, 176, 197), (33, 39, 42), (86, 61, 58), (116, 100, 83), (234, 233, 234), (106, 106, 131)]"
429,"The Good, the Bad and the Ugly","While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",8.462,https://image.tmdb.org/t/p/w500/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg,https://image.tmdb.org/t/p/w1280/x4biAVdPVCghBlsVIzB6NmbghIz.jpg,"['https://image.tmdb.org/t/p/w1280/fOERrAVuCAuNV1F99w7sn75n5sN.jpg', 'https://image.tmdb.org/t/p/w1280/w6rS2h1tO5IEVCjIiMxdI40F9RQ.jpg', 'https://image.tmdb.org/t/p/w1280/tJB15IoRges7278L63Z8ElyA6cR.jpg', 'https://image.tmdb.org/t/p/w1280/nF80D0AeYGoVMMu0KGfmk7IyBnJ.jpg', 'https://image.tmdb.org/t/p/w1280/3ComlDyLUTvJdKJlxR5vXgMBoBo.jpg', 'https://image.tmdb.org/t/p/w1280/50SoDtrqZ4FthISwq32hhfxEfGe.jpg', 'https://image.tmdb.org/t/p/w1280/4XeiqSad53XHOnhyqagkQgIVyPb.jpg', 'https://image.tmdb.org/t/p/w1280/rF3qv7QBBsKD2gHhP0JFXdfxx4p.jpg', 'https://image.tmdb.org/t/p/w1280/8pSdqU4CMSEliXDvArc2MVjxwP6.jpg', 'https://image.tmdb.org/t/p/w1280/pS2887Vl3E0DSE1DsGcW8NTB4x6.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x15A7C7F3410>,"[(241, 231, 227), (51, 39, 27), (171, 181, 187), (157, 122, 91), (120, 108, 88), (129, 149, 170)]"
346,Seven Samurai,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",8.456,https://image.tmdb.org/t/p/w500/8OKmBV5BUFzmozIC3pPWKHy17kx.jpg,https://image.tmdb.org/t/p/w1280/sJNNMCc6B7KZIY3LH3JMYJJNH5j.jpg,"['https://image.tmdb.org/t/p/w1280/fANI8642Hb5Aw6G7j4toTpnQRBT.jpg', 'https://image.tmdb.org/t/p/w1280/dgzTmu3Ag28dcb75DLbJT1xkSUf.jpg', 'https://image.tmdb.org/t/p/w1280/yXZGgqjlM93PdNEbtfU05CKGVYh.jpg', 'https://image.tmdb.org/t/p/w1280/bTGczYh4GSFjAPRrIb9oCi7CkSq.jpg', 'https://image.tmdb.org/t/p/w1280/1XbxEuYvo92KGiChFATvI0dDOlN.jpg', 'https://image.tmdb.org/t/p/w1280/v6sVRa03SBAoZP5ZLbTWTb1vk28.jpg', 'https://image.tmdb.org/t/p/w1280/lXGUrywwRmZi6JtNxGf2e3ZWi44.jpg', 'https://image.tmdb.org/t/p/w1280/62J0ySEH4C7FFknGLvCzWbOJSQL.jpg', 'https://image.tmdb.org/t/p/w1280/yOxE4IL9oQc8OQu3AwJdKCmLDwN.jpg', 'https://image.tmdb.org/t/p/w1280/mzI1JXm8sX5fia3ifPS2jGPUh2n.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x15A78043140>,"[(38, 38, 38), (200, 201, 201), (128, 128, 128), (155, 156, 156), (99, 100, 100), (147, 148, 156)]"
157336,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,8.455,https://image.tmdb.org/t/p/w500/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,https://image.tmdb.org/t/p/w1280/l33oR0mnvf20avWyIMxW02EtQxn.jpg,"['https://image.tmdb.org/t/p/w1280/c9nffAOsDk92kkCia4OgkTwRs0Q.jpg', 'https://image.tmdb.org/t/p/w1280/55OBm4IfDdm7ZfpGNPR4t0u6smd.jpg', 'https://image.tmdb.org/t/p/w1280/yUa0iCocBPsGJ79BwrshHqz45Qc.jpg', 'https://image.tmdb.org/t/p/w1280/mPqKyZY6YnHJVXZJ0eo7VtTPWBG.jpg', 'https://image.tmdb.org/t/p/w1280/pOvgpLgOO84GTqgwFpE5W4OBIBa.jpg', 'https://image.tmdb.org/t/p/w1280/w7F97hhhUPLVPWERoYGAiZrQpsz.jpg', 'https://image.tmdb.org/t/p/w1280/biI2YGAROnryzkyfxa6hXppo8Dn.jpg', 'https://image.tmdb.org/t/p/w1280/9wGFIOT7p95AJQjiDNK1lj7AKbz.jpg', 'https://image.tmdb.org/t/p/w1280/dvZLm08ByFQqksGFthAk3an87ou.jpg', 'https://image.tmdb.org/t/p/w1280/zXevfG1GIYncK4oxXnDkvRBKx5W.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x15A7A14CDD0>,"[(22, 29, 32), (203, 197, 187), (140, 159, 164), (117, 109, 101), (98, 133, 152), (166, 100, 73)]"
769,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",8.455,https://image.tmdb.org/t/p/w500/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,https://image.tmdb.org/t/p/w1280/7TF4p86ZafnxFuNqWdhpHXFO244.jpg,"['https://image.tmdb.org/t/p/w1280/czccPMtb0ob8NULTN4IxtgQZFEx.jpg', 'https://image.tmdb.org/t/p/w1280/yn2mWjkhy5MbIKg12MnYlX6q7NL.jpg', 'https://image.tmdb.org/t/p/w1280/5Fxm7OxyKw3jmdutZIFDs4aPM3G.jpg', 'https://image.tmdb.org/t/p/w1280/gAExVzTezNr0FwmsZ9bscF2rNgD.jpg', 'https://image.tmdb.org/t/p/w1280/9qcWtFywaIc8geDZ9Y7r6ONuYY7.jpg', 'https://image.tmdb.org/t/p/w1280/vJR7Kepr6t6fe9quClc8B5JPADA.jpg', 'https://image.tmdb.org/t/p/w1280/kK5sRTQ2WfcrZNTAfd2zZlDrWOL.jpg', 'https://image.tmdb.org/t/p/w1280/qfZ1l7ySLkkveCg5btB9G6QmYXg.jpg', 'https://image.tmdb.org/t/p/w1280/44RvjVOt2YGzhVmNWKDABGGkuKf.jpg', 'https://image.tmdb.org/t/p/w1280/rszNCG45TAWWquyzJ8CUUxsrEgN.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x15A7C8DFE60>,"[(187, 154, 137), (21, 15, 14), (106, 81, 72), (126, 154, 172), (104, 125, 147), (67, 81, 84)]"
12477,Grave of the Fireflies,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",8.449,https://image.tmdb.org/t/p/w500/k9tv1rXZbOhH7eiCk378x61kNQ1.jpg,https://image.tmdb.org/t/p/w1280/tDFvXn4tane9lUvFAFAUkMylwSr.jpg,"['https://image.tmdb.org/t/p/w1280/aHaqZpOL7UyVu0nKqp3SMz0o2E1.jpg', 'https://image.tmdb.org/t/p/w1280/x5SRTwGtATzvFjRZXJxmitfqH4y.jpg', 'https://image.tmdb.org/t/p/w1280/34vC3YlLmcd1ks0Otsh4y5D0ohv.jpg', 'https://image.tmdb.org/t/p/w1280/ckEU12Q6tll3CWZbnvqR2VxiuOR.jpg', 'https://image.tmdb.org/t/p/w1280/tDFvXn4tane9lUvFAFAUkMylwSr.jpg', 'https://image.tmdb.org/t/p/w1280/WGoLeQbnLLHWu6d5KwUHUdrgvg.jpg', 'https://image.tmdb.org/t/p/w1280/dlC0ed9Ugh3FzydnkBtV5lRXUu4.jpg', 'https://image.tmdb.org/t/p/w1280/gwj4R8Uy1GwejKqfofREKI9Jh7L.jpg', 'https://image.tmdb.org/t/p/w1280/wSSc4cATq3mva6H2o12GC4FZbWy.jpg', 'https://image.tmdb.org/t/p/w1280/aRjaC1snuhEd5wPK6wl4C9eqVKh.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x15A7C606F00>,"[(21, 17, 20), (201, 166, 129), (77, 151, 158), (108, 74, 57), (70, 119, 155), (160, 59, 36)]"
637,Life Is Beautiful,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,8.447,https://image.tmdb.org/t/p/w500/74hLDKjD5aGYOotO6esUVaeISa2.jpg,https://image.tmdb.org/t/p/w1280/6aNKD81RHR1DqUUa8kOZ1TBY1Lp.jpg,"['https://image.tmdb.org/t/p/w1280/uF51dshysGir7YnWdfCNRPhirIv.jpg', 'https://image.tmdb.org/t/p/w1280/snx3DgqmvfPPLNt0BDhh1h0nZy7.jpg', 'https://image.tmdb.org/t/p/w1280/uPhy27HEw7OKNY9DGh1ddNMC9MR.jpg', 'https://image.tmdb.org/t/p/w1280/iHNCPtx0nDs6hIZvsUwHZZo1CE7.jpg', 'https://image.tmdb.org/t/p/w1280/tbJlC4u4qgsjg54M062dCptqtfq.jpg', 'https://image.tmdb.org/t/p/w1280/oc8RJGVXUCTqaixXxcf2BqeVEaf.jpg', 'https://image.tmdb.org/t/p/w1280/gavyCu1UaTaTNPsVaGXT6pe5u24.jpg', 'https://image.tmdb.org/t/p/w1280/e74xI5opwawXKOYX2UnttKrnPAn.jpg', 'https://image.tmdb.org/t/p/w1280/4G3V64uM9ZdxWOWozJMGPr5Mrwn.jpg', 'https://image.tmdb.org/t/p/w1280/r3XyIsh9nYW7v9Qt51NZ55J3jxQ.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x15A7C5F2240>,"[(40, 41, 36), (225, 212, 205), (139, 116, 104), (158, 162, 158), (145, 135, 159), (197, 41, 59)]"
