id,title,description,rating,poster_url,backdrop_urls,collage,dominant_colors
770156,Lucy Shimmers and the Prince of Peace,Second chances start when a hardened criminal crosses paths with a precocious little girl who is helped by an angel to change hearts during the holiday season.,8.365,https://image.tmdb.org/t/p/w500/yfnJ5qIYx7q33fY4jqv9Pu95RSg.jpg,"['https://image.tmdb.org/t/p/w1280/7KR1nKGaYqPuFBnqP7XBIX0DZlR.jpg', 'https://image.tmdb.org/t/p/w1280/bT5AgFcvd7o0nGw6532bOgM4Nyu.jpg', 'https://image.tmdb.org/t/p/w1280/61Fh76yWZ2Mkg2SeFDBy7Fmc8tg.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x177F5A2ED80>,"[(4, 4, 5), (195, 215, 198), (51, 190, 212), (195, 70, 22), (15, 101, 154), (97, 51, 41)]"
704264,Primal: Tales of Savagery,"Genndy Tartakovsky's Primal: Tales of Savagery features a caveman and a dinosaur on the brink of extinction. Bonded by tragedy, this unlikely friendship becomes the only hope of survival.",8.4,https://image.tmdb.org/t/p/w500/9NBBkdxH0TjQEBSN2AzeE1sgsF9.jpg,"['https://image.tmdb.org/t/p/w1280/uBZQOYZLIU9dBmd62fdzBAoropu.jpg', 'https://image.tmdb.org/t/p/w1280/xNq5K3BTvSFTiYupsuoDboNL3mD.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x17783B03380>,"[(220, 155, 124), (5, 6, 6), (56, 187, 196), (93, 69, 72), (52, 117, 139), (37, 85, 89)]"
1058694,Radical,"In a Mexican border town plagued by neglect, corruption, and violence, a frustrated teacher tries an unorthodox new method to break through his students’ apathy and unlock their curiosity, their potential... and perhaps even their genius.",8.356,https://image.tmdb.org/t/p/w500/eGMkkbG85JUyXQEsbZKSnBrymts.jpg,"['https://image.tmdb.org/t/p/w1280/bQjq21IVXM7Z39Rtn3oF7VSWVF9.jpg', 'https://image.tmdb.org/t/p/w1280/v4nTyU8HRsr70fjFChcxEXcyEOB.jpg', 'https://image.tmdb.org/t/p/w1280/gB5guf07SD8wVqxrx4Scp4LFBq4.jpg', 'https://image.tmdb.org/t/p/w1280/p9DKeXp6FPJtAQ1k13Z4zPWrCbN.jpg', 'https://image.tmdb.org/t/p/w1280/iar2PK8ht2ghc3vX0tjw2rYKAMr.jpg', 'https://image.tmdb.org/t/p/w1280/xaPeiBmeXt0Iudsj2IlLIt2AZew.jpg', 'https://image.tmdb.org/t/p/w1280/2WY8lDXJSK3hR4uvVlTABdEOF30.jpg', 'https://image.tmdb.org/t/p/w1280/5ocJeIZuHtE6Eqky3D9hoA5DCXE.jpg', 'https://image.tmdb.org/t/p/w1280/gutU32BiBxJvJdzLv5RWC9hQhNh.jpg', 'https://image.tmdb.org/t/p/w1280/qzTIdzLVzn334u1P6fXah1ZQtRo.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x177F5AE1160>,"[(69, 71, 74), (211, 218, 215), (148, 145, 137), (158, 183, 183), (141, 167, 183), (116, 137, 139)]"
567,Rear Window,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,8.353,https://image.tmdb.org/t/p/w500/ILVF0eJxHMddjxeQhswFtpMtqx.jpg,"['https://image.tmdb.org/t/p/w1280/1ABrBk4hIhhkNZ01TRHXV0jHroG.jpg', 'https://image.tmdb.org/t/p/w1280/7r5UgEWXBX0KLoKOQrPmG7f3Kfj.jpg', 'https://image.tmdb.org/t/p/w1280/vCEonTCQbay6piG5ndQQD6StSqz.jpg', 'https://image.tmdb.org/t/p/w1280/9OWzDiTREeHtyhkqgrR28g0fzIO.jpg', 'https://image.tmdb.org/t/p/w1280/lxNSbGd0zKGBtHe5v5agyY76SVN.jpg', 'https://image.tmdb.org/t/p/w1280/qt01wUC460FCWfogDqe3UO00T3g.jpg', 'https://image.tmdb.org/t/p/w1280/xZn0NdBvHcmqctu3M5pIIFBOimz.jpg', 'https://image.tmdb.org/t/p/w1280/o5vFnoGD92pJ69zyAVjlBOhfwG7.jpg', 'https://image.tmdb.org/t/p/w1280/ylDwBMk7VupSB82tsMQlFX8i7d.jpg', 'https://image.tmdb.org/t/p/w1280/aPl29ZivZ1KvKIl9gTw5Ukmc9BE.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x17783B19FA0>,"[(39, 32, 32), (186, 156, 148), (119, 99, 92), (141, 152, 155), (87, 96, 96), (124, 134, 151)]"
12493,High and Low,"In the midst of an attempt to take over his company, a powerhouse executive is hit with a huge ransom demand when his chauffeur's son is kidnapped by mistake.",8.349,https://image.tmdb.org/t/p/w500/tgNjemQPG96uIezpiUiXFcer5ga.jpg,"['https://image.tmdb.org/t/p/w1280/mOUqLUSdGQ2UMxlKHzQxIe6toFH.jpg', 'https://image.tmdb.org/t/p/w1280/f9WPg9wjfkqcf6fC0lIZJDqujI9.jpg', 'https://image.tmdb.org/t/p/w1280/ewVn81S20ogYqVy6708YtvH41bB.jpg', 'https://image.tmdb.org/t/p/w1280/8wJddOwtiv87DPHRqq7jBuOjZwk.jpg', 'https://image.tmdb.org/t/p/w1280/3pea2M7I8SgYADAwmy8dl0pMrZg.jpg', 'https://image.tmdb.org/t/p/w1280/38vstm6bfEGHK6VuNwIyCJgOd7e.jpg', 'https://image.tmdb.org/t/p/w1280/bLaSCBo6xKM4ezTeOY6IMoKFmLa.jpg', 'https://image.tmdb.org/t/p/w1280/6LtDgAknmsTUyXoX0z6bBEpJajP.jpg', 'https://image.tmdb.org/t/p/w1280/61ADMkTwlAsD6PVbVOgnJJ19kYr.jpg', 'https://image.tmdb.org/t/p/w1280/dm7wjy9vkDpNG8OX4uOBOrfqqSL.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x17783AE1F70>,"[(38, 39, 40), (203, 203, 202), (133, 131, 131), (162, 165, 165), (103, 104, 105), (155, 156, 164)]"
274,The Silence of the Lambs,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",8.347,https://image.tmdb.org/t/p/w500/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,"['https://image.tmdb.org/t/p/w1280/mAjSp3BGRY0Yl6iwMbDyA48kafu.jpg', 'https://image.tmdb.org/t/p/w1280/aViJxMtIxoL3IkHCauYmFv0oCXh.jpg', 'https://image.tmdb.org/t/p/w1280/hIikNOGH3kvv2U484SS2qxgXiiP.jpg', 'https://image.tmdb.org/t/p/w1280/aYcnDyLMnpKce1FOYUpZrXtgUye.jpg', 'https://image.tmdb.org/t/p/w1280/sDu0fcALmE49LwP6SR2gUj0z8Qy.jpg', 'https://image.tmdb.org/t/p/w1280/nvsseM5Ubp8383NtbfbLz0c18GS.jpg', 'https://image.tmdb.org/t/p/w1280/yU2mdWZ655C2I8QMoDwJHg8Gu5n.jpg', 'https://image.tmdb.org/t/p/w1280/nU3Kg0woSVP4dF24kBcTTZD3DSk.jpg', 'https://image.tmdb.org/t/p/w1280/pHbPEmR6yrG4UIaAockDuUwkDzo.jpg', 'https://image.tmdb.org/t/p/w1280/rOYB0MQzKSAhZiWwj6K0Spul68.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x17801AB7FE0>,"[(36, 31, 28), (215, 211, 212), (118, 85, 72), (147, 154, 164), (105, 121, 165), (195, 44, 55)]"
569094,Spider-Man: Across the Spider-Verse,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",8.3,https://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,"['https://image.tmdb.org/t/p/w1280/40b8pgse9OYv2M4MuTEK6kDQi9Q.jpg', 'https://image.tmdb.org/t/p/w1280/nZ9oaqcVhqlugAA4l8dltKCMDKH.jpg', 'https://image.tmdb.org/t/p/w1280/qf0v711zRVUi7pfEIth5daFzipX.jpg', 'https://image.tmdb.org/t/p/w1280/ppehJ5HlIcqFpH9erwjwFGKdIoe.jpg', 'https://image.tmdb.org/t/p/w1280/y1pYEY2jY5QmiqnfqmY1umFZEbF.jpg', 'https://image.tmdb.org/t/p/w1280/bn31E14V4OlaQyqZ61CTeKJjryH.jpg', 'https://image.tmdb.org/t/p/w1280/lkzGdZC48oWPp86B7o2XZGh1aDm.jpg', 'https://image.tmdb.org/t/p/w1280/xd3iXIyFydxovauvfCMZ6tXXYgH.jpg', 'https://image.tmdb.org/t/p/w1280/sA8uCm5k0JZjKd8Rjnx7iTFdoYc.jpg', 'https://image.tmdb.org/t/p/w1280/wq0dq0XpNR1UWadbYJOyK5EdcrA.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x177F5A294F0>,"[(214, 134, 143), (40, 23, 45), (137, 70, 102), (63, 118, 189), (52, 73, 133), (65, 176, 209)]"
372754,Dou kyu sei – Classmates,"Rihito Sajo, an honor student with a perfect score on the entrance exam and Hikaru Kusakabe, in a band and popular among girls, would have never crossed paths. Until one day they started talking at the practice for their school’s upcoming chorus festival. After school, the two meet regularly, as Hikaru helps Rihito to improve his singing skills. While they listen to each other’s voice and harmonize, their hearts start to beat together.",8.3,https://image.tmdb.org/t/p/w500/cIfRCA5wEvj9tApca4UDUagQEiM.jpg,"['https://image.tmdb.org/t/p/w1280/y5O1i2GInV7nQnF3sgcXHif0uaQ.jpg', 'https://image.tmdb.org/t/p/w1280/tLmyP7akYmxLwyfTEt2qyj2sOR3.jpg', 'https://image.tmdb.org/t/p/w1280/3RMLbSEXOn1CzLoNT7xFeLfdxhq.jpg', 'https://image.tmdb.org/t/p/w1280/ifbARMzxQ7k4EbnHT6fAVsuX4FI.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x17783B00470>,"[(215, 206, 177), (7, 7, 8), (150, 94, 63), (95, 91, 82), (111, 146, 135), (106, 122, 137)]"
620249,The Legend of Hei,"When cat spirit Luo Xiaohei's home is deforested by humans, he must find a new one. He runs into a group of other spirit creatures who take him under their wing with dreams of reconquering the land they say is rightfully theirs. However, they run into a human known as Wuxian who separates Luo Xiaohei from the other spirits and the two go on a journey, with the cat spirit learning to control his abilities as well as forming his own thoughts on whether or not he should ally with the spirits or the humans.",8.3,https://image.tmdb.org/t/p/w500/4jfbKKLpqts3i2h2obkrONcjTg1.jpg,"['https://image.tmdb.org/t/p/w1280/rDjlahp03Vc7m4JaCT6jU5zoMhk.jpg', 'https://image.tmdb.org/t/p/w1280/niMCrXNVxEYXHSeQU0GPos0vdED.jpg', 'https://image.tmdb.org/t/p/w1280/aVFx1VtlOxR3v0ADEatalXOvwbu.jpg', 'https://image.tmdb.org/t/p/w1280/4SgpebfJcv1YfqTyFC6bZq8xTRH.jpg', 'https://image.tmdb.org/t/p/w1280/9cXOoZDSIa1ehageM2aSsH1g9Wk.jpg', 'https://image.tmdb.org/t/p/w1280/uK4DbBOadzUC36Pd3Oxdy9mCJsB.jpg', 'https://image.tmdb.org/t/p/w1280/3vB5c4sq32bnPFpHN9T6qiqh1Ih.jpg', 'https://image.tmdb.org/t/p/w1280/3GBW3OHrV5mahmURM1TS76I8AeU.jpg', 'https://image.tmdb.org/t/p/w1280/sbAqZU6qEUYWdBL56xyiTjG1FbF.jpg', 'https://image.tmdb.org/t/p/w1280/XD8VwDfnhD8YizmUM8vfV10Ffw.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x177F5A28530>,"[(215, 195, 173), (60, 50, 46), (149, 178, 160), (70, 125, 174), (150, 118, 91), (97, 127, 72)]"
73,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",8.336,https://image.tmdb.org/t/p/w500/euypWkaYFOLW3e5rLIcTAjWnhhT.jpg,"['https://image.tmdb.org/t/p/w1280/zaByqYjwtBG9ouUxsf8NMJIycOt.jpg', 'https://image.tmdb.org/t/p/w1280/fFYmIIE04fxSsVXAXCB1Jcqzams.jpg', 'https://image.tmdb.org/t/p/w1280/6qHI1IYj7QlLSCwHRzkL62X175s.jpg', 'https://image.tmdb.org/t/p/w1280/uuMoylePCkDwhhSjO1GikIDalSl.jpg', 'https://image.tmdb.org/t/p/w1280/2g9wTUvEYUE2iN3Z52dMuQ5w4wE.jpg', 'https://image.tmdb.org/t/p/w1280/mBdZ5rOB8RxluHwBfS64ZzaVanB.jpg', 'https://image.tmdb.org/t/p/w1280/lXDH81haXhZvwTbCCcfQLRRXO6K.jpg', 'https://image.tmdb.org/t/p/w1280/oaOJSuaXD1c2JLRfoA6Sn2pAblU.jpg', 'https://image.tmdb.org/t/p/w1280/zcA8xcUaJCiMEI1dHpJaEZivIJX.jpg', 'https://image.tmdb.org/t/p/w1280/n6mBOoJZvqeaJj3zqqxJ8pFizO1.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x17801B04BF0>,"[(22, 19, 15), (223, 212, 200), (209, 67, 47), (117, 77, 57), (144, 147, 143), (129, 130, 143)]"
128,Princess Mononoke,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",8.326,https://image.tmdb.org/t/p/w500/cMYCDADoLKLbB83g4WnJegaZimC.jpg,"['https://image.tmdb.org/t/p/w1280/ddO7a4F9mPbwRjsUQjRx6cbc2Jd.jpg', 'https://image.tmdb.org/t/p/w1280/j01YfN189u3gw4u3a3UxveOd43O.jpg', 'https://image.tmdb.org/t/p/w1280/hWfBDVd18nTA07NmiGSAScE2Gyk.jpg', 'https://image.tmdb.org/t/p/w1280/5jfdqrNp6e8EeuDf7F51zi6mrLN.jpg', 'https://image.tmdb.org/t/p/w1280/9qTsjMEQr7HYwwDdpX5BnYJisbZ.jpg', 'https://image.tmdb.org/t/p/w1280/mlLj1RGao1asy6Vc1gDTWEBKdMt.jpg', 'https://image.tmdb.org/t/p/w1280/oEQpGnkHgCrQiqcjcIjepDvQ32O.jpg', 'https://image.tmdb.org/t/p/w1280/rMFiGc8Riv2YtKX5RgS8N41NGLH.jpg', 'https://image.tmdb.org/t/p/w1280/jcONWde8er9jxnZUbWO83D5PAjS.jpg', 'https://image.tmdb.org/t/p/w1280/uaUUFKCxO46KP6YZBGBEHEXSlWm.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x177F5A8CFB0>,"[(182, 192, 172), (26, 35, 37), (95, 172, 147), (115, 98, 92), (44, 111, 79), (60, 132, 155)]"
820067,The Quintessential Quintuplets Movie,"When five lovely young girls who hate studying hire part-time tutor Futaro, he guides not only their education but also their hearts. Time spent has brought them all closer, with feelings growing within the girls and Futaro. As they finish their third year of high school and their last school festival approaches, they set their sights on what’s next. Is there a future with one of them and Futaro?",8.3,https://image.tmdb.org/t/p/w500/sg7klpt1xwK1IJirBI9EHaqQwJ5.jpg,"['https://image.tmdb.org/t/p/w1280/5Rj5cPQUgyHXUcXGxaw96oJTCWW.jpg', 'https://image.tmdb.org/t/p/w1280/fZlflYI7weoSrqUSqXn2qHQfIKI.jpg', 'https://image.tmdb.org/t/p/w1280/8sNagbMpbTDAu76Cjd53xMsbDNs.jpg', 'https://image.tmdb.org/t/p/w1280/jBIMZ0AlUYuFNsKbd4L6FojWMoy.jpg', 'https://image.tmdb.org/t/p/w1280/gcgKSyE2iqwfKWMDZ8TJPxeIu0P.jpg', 'https://image.tmdb.org/t/p/w1280/vvuqw3E2F6f4LwhtbFU00RN3gTB.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x17801AB7590>,"[(6, 6, 6), (234, 220, 215), (160, 80, 88), (200, 142, 94), (126, 155, 157), (68, 144, 154)]"
105,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",8.3,https://image.tmdb.org/t/p/w500/vN5B5WgYscRGcQpVhHl6p9DDTP0.jpg,"['https://image.tmdb.org/t/p/w1280/5zOlbh1nDUwt6Qczu7cJfkK4sIi.jpg', 'https://image.tmdb.org/t/p/w1280/9TspQ3nOC5WVWBvztOSmhIPkM0I.jpg', 'https://image.tmdb.org/t/p/w1280/vZGiAU1N9uCbxjfzlYVfB81j1iC.jpg', 'https://image.tmdb.org/t/p/w1280/hpFGu9sTzNDBVwW8pX73ez55UB6.jpg', 'https://image.tmdb.org/t/p/w1280/lNAVFTVgYJHxwvsiKk6AUolUL8I.jpg', 'https://image.tmdb.org/t/p/w1280/gw7XRFlfXixbiZbA9WD5GOl2GVS.jpg', 'https://image.tmdb.org/t/p/w1280/mnD3JIJwEhaRAFZ84263xeFpTaT.jpg', 'https://image.tmdb.org/t/p/w1280/qSxYEHVxoVIpw4m5TCUU4n5SwDM.jpg', 'https://image.tmdb.org/t/p/w1280/64K2BQb7aHbgSpyHSvy6kjm1r0K.jpg', 'https://image.tmdb.org/t/p/w1280/hUjjPcYVEhbI8cCuGXqpfe2kYgH.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x177F5A8C5F0>,"[(207, 180, 146), (18, 16, 25), (111, 85, 67), (132, 151, 161), (81, 99, 156), (202, 64, 33)]"
1356039,Counterattack,"When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.",8.323,https://image.tmdb.org/t/p/w500/38I76hGcFY6xB47pjm7pZwkfuAF.jpg,"['https://image.tmdb.org/t/p/w1280/zuJxFE6EztS8rwwYhDIe60oWg3a.jpg', 'https://image.tmdb.org/t/p/w1280/gqcTPhbdSwkxU72fQRVi2q2n8gr.jpg', 'https://image.tmdb.org/t/p/w1280/deUWVEgNh2IGjShyymZhaYP40ye.jpg', 'https://image.tmdb.org/t/p/w1280/sR9rhmvV2TWX3OQS4MDW5SsEJYP.jpg', 'https://image.tmdb.org/t/p/w1280/ixKQ55OL3S4Lm0wuKU0s09cVGpX.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x17783B00740>,"[(14, 11, 12), (170, 149, 132), (88, 75, 69), (113, 142, 128), (104, 122, 133), (137, 65, 48)]"
1184918,The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",8.313,https://image.tmdb.org/t/p/w500/wTnV3PCVW5O92JMrFvvrRcV39RU.jpg,"['https://image.tmdb.org/t/p/w1280/x2DdzezcOaZMY7a44pLK5OVeYtV.jpg', 'https://image.tmdb.org/t/p/w1280/hebNJCbsvOEjAZi7Xuh5oxCr9qN.jpg', 'https://image.tmdb.org/t/p/w1280/hRJD8NezgWpM3IKGnxp1kH3zbfU.jpg', 'https://image.tmdb.org/t/p/w1280/mxvD0bMw7KxkZ57hakunXRlyjZv.jpg', 'https://image.tmdb.org/t/p/w1280/6NYWTtloTzmnZrCWk7MFBU3b9Iu.jpg', 'https://image.tmdb.org/t/p/w1280/qHcSuxnqWmPOYEI3IIcke3dTqdU.jpg', 'https://image.tmdb.org/t/p/w1280/kH45I8RnDb1Dad3IZGfISdQGj5A.jpg', 'https://image.tmdb.org/t/p/w1280/1Oi7u3ebJbz9glmG4GV0rEZmICC.jpg', 'https://image.tmdb.org/t/p/w1280/w8WOngyeKI9QwrnZh1ybK2vceGD.jpg', 'https://image.tmdb.org/t/p/w1280/kH1ZZjDunFwy403UbbsDOQPyNrm.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x17783B00560>,"[(205, 150, 111), (45, 37, 37), (110, 181, 199), (127, 79, 61), (76, 105, 108), (88, 127, 155)]"
3782,Ikiru,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.",8.313,https://image.tmdb.org/t/p/w500/dgNTS4EQDDVfkzJI5msKuHu2Ei3.jpg,"['https://image.tmdb.org/t/p/w1280/nqlkKf8ka5aFhomvvO7U7jSxhsK.jpg', 'https://image.tmdb.org/t/p/w1280/yn6DvHSEXE8Ao3QaNlELpqeSOqx.jpg', 'https://image.tmdb.org/t/p/w1280/wAV7oWt351xvQ0yxlH8CAzPSdp7.jpg', 'https://image.tmdb.org/t/p/w1280/zEI5EdopxDJQjS0Zu2dmVygrUci.jpg', 'https://image.tmdb.org/t/p/w1280/t0q7ANtWNTKTfg8d5ZHXRZl0P7o.jpg', 'https://image.tmdb.org/t/p/w1280/fS4xXq5lVwu1V95qB4murKZgPFo.jpg', 'https://image.tmdb.org/t/p/w1280/mVyiXDmcFrPvf88x3kdRWx774CT.jpg', 'https://image.tmdb.org/t/p/w1280/uVrGrexIohuROx7V5ZGR1SH0UBV.jpg', 'https://image.tmdb.org/t/p/w1280/kcF0jNM3D08ta6gMIWMdGdCIot4.jpg', 'https://image.tmdb.org/t/p/w1280/jB3GMxCEFPVjLzuVrKAwneRNL9T.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x177F5A8C9E0>,"[(38, 40, 41), (194, 193, 192), (120, 118, 118), (135, 164, 165), (73, 111, 120), (110, 146, 157)]"
15804,A Brighter Summer Day,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",8.3,https://image.tmdb.org/t/p/w500/rDZ2mNQkZrnSzHPLQ7SzhzgCSoj.jpg,"['https://image.tmdb.org/t/p/w1280/lES97MNY2r6wqQvHpputKX8Q38r.jpg', 'https://image.tmdb.org/t/p/w1280/djvXCedFiwbfp4HSoX3VU3WUVVm.jpg', 'https://image.tmdb.org/t/p/w1280/wvb9nKvfupAZ2snOH1xJbM2kx3C.jpg', 'https://image.tmdb.org/t/p/w1280/11l51swmPrOlP4SRrGiziKpJS6V.jpg', 'https://image.tmdb.org/t/p/w1280/2LMgkmtnmhjUHvFXNDruHzrUFKK.jpg', 'https://image.tmdb.org/t/p/w1280/5IlfKU1RLrZiQtlDf8o2CB9eOez.jpg', 'https://image.tmdb.org/t/p/w1280/hX1MbRZQ4sgcJc6fqRBxX1yU5VU.jpg', 'https://image.tmdb.org/t/p/w1280/cK1GFm8EmX5N7fhMCMj7LyGgUen.jpg', 'https://image.tmdb.org/t/p/w1280/uhqDpyZpE8dmTzBOAeKhY4scvrw.jpg', 'https://image.tmdb.org/t/p/w1280/lw9Yhucng5ii3hZdXmAEnFHReDX.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x17783B00D70>,"[(184, 173, 157), (46, 37, 30), (156, 164, 162), (133, 108, 81), (131, 135, 163), (100, 105, 90)]"
652837,"Josee, the Tiger and the Fish","With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.",8.301,https://image.tmdb.org/t/p/w500/lNpZWdXC4HtXQ8nVo21gg7T9D6N.jpg,"['https://image.tmdb.org/t/p/w1280/2oZnLe2z6Rf6yFjMbJFvTFvpUMN.jpg', 'https://image.tmdb.org/t/p/w1280/dmZfiaSvBoCMTdyUsEqGql4yqul.jpg', 'https://image.tmdb.org/t/p/w1280/6pwoghnIhXZgb7U3WIZHlWJVYiv.jpg', 'https://image.tmdb.org/t/p/w1280/1bHmCNsTLH0H7b7dCLmPaF0o9mA.jpg', 'https://image.tmdb.org/t/p/w1280/vBnh4O459mAlz6VQPTC34VJ4pMe.jpg', 'https://image.tmdb.org/t/p/w1280/kRue93TbIo43BAHcxF2i94KcXyZ.jpg', 'https://image.tmdb.org/t/p/w1280/icsaX6cXPAKmEpwkjEJdKhzDudQ.jpg', 'https://image.tmdb.org/t/p/w1280/i1GT0e6Crg6UezT3ibXnMS3pBAd.jpg', 'https://image.tmdb.org/t/p/w1280/xGLhwyeoU6jaNWviRfNEi0KWQ5m.jpg', 'https://image.tmdb.org/t/p/w1280/mn5qNZAo6Oem9jT65IgrsvWriHz.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x177F5AE0E30>,"[(197, 197, 197), (47, 61, 71), (102, 175, 196), (100, 74, 71), (130, 112, 79), (147, 120, 123)]"
10494,Perfect Blue,"Encouraged by her managers, rising pop star Mima takes on a recurring role on a popular TV show, when suddenly her handlers and collaborators begin turning up murdered.",8.301,https://image.tmdb.org/t/p/w500/6WTiOCfDPP8XV4jqfloiVWf7KHq.jpg,"['https://image.tmdb.org/t/p/w1280/hufoIl9u3j0dOKeQy5NUWFK7Kt2.jpg', 'https://image.tmdb.org/t/p/w1280/sbeyVkkCjXTP7och81FcrrymV9U.jpg', 'https://image.tmdb.org/t/p/w1280/zUS8epRYLlZBTur5LeqPR8D4a8c.jpg', 'https://image.tmdb.org/t/p/w1280/xB25nutjNGH0J4y06HD9V6uoCYt.jpg', 'https://image.tmdb.org/t/p/w1280/hX0veoqKRKyd8OwZza8lv5Y4gve.jpg', 'https://image.tmdb.org/t/p/w1280/e8Wt7n3QEu6wlZONUDjJuNusptl.jpg', 'https://image.tmdb.org/t/p/w1280/r7ruRTlEg7ooGlgRVoySytCk83M.jpg', 'https://image.tmdb.org/t/p/w1280/wLQ4Xj8IYBBp5pzQPHlTfxHHK47.jpg', 'https://image.tmdb.org/t/p/w1280/gV3dKOW9bi6HyvOd1aAAGl754pS.jpg', 'https://image.tmdb.org/t/p/w1280/eSpUiAI38y8U7dSMtxNMGbrnimT.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x17783B02180>,"[(198, 180, 178), (40, 38, 46), (128, 83, 92), (155, 161, 162), (114, 125, 163), (74, 109, 132)]"
207,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",8.3,https://image.tmdb.org/t/p/w500/erzbMlcNHOdx24AXOcn2ZKA7R1q.jpg,"['https://image.tmdb.org/t/p/w1280/tJRToZBfb52NhF6SMGAe0bWQc6z.jpg', 'https://image.tmdb.org/t/p/w1280/ra4dQO9xgSDy2LdkQ3ulBIWdtzV.jpg', 'https://image.tmdb.org/t/p/w1280/gJ99rBbr1WhCcXF2CgLECsK2YGh.jpg', 'https://image.tmdb.org/t/p/w1280/md7Zb49W0l0EfDChCjFxyesqHMO.jpg', 'https://image.tmdb.org/t/p/w1280/hpzQHv8cA7j2Dn2CphOFYmllXzj.jpg', 'https://image.tmdb.org/t/p/w1280/iQJdclAkRLzJ1Du97keNzCFDoDH.jpg', 'https://image.tmdb.org/t/p/w1280/ilwSrmih5pyQUWRIJ7o0XH2p8zk.jpg', 'https://image.tmdb.org/t/p/w1280/spPwYKBjeVNzBeGQAzwJbzIxQKv.jpg', 'https://image.tmdb.org/t/p/w1280/x3CbyeqybfImoKeOpytJpoPCyWb.jpg', 'https://image.tmdb.org/t/p/w1280/boaQVsL17ZmW69RH6qkAxZkqmAb.jpg']",<PIL.Image.Image image mode=RGB size=2000x450 at 0x177F5A2F2F0>,"[(37, 32, 28), (225, 177, 128), (134, 79, 65), (191, 44, 42), (151, 160, 149), (129, 133, 151)]"
